0.000,454,475
0.010,454,475
0.020,466,482
0.030,466,482
0.040,479,493
0.050,479,493
0.060,498,507
0.070,498,507
0.080,506,512
0.090,506,512
0.100,506,512
0.110,506,512
0.120,520,525
0.130,520,525
0.140,529,532
0.150,529,532
0.160,548,540
0.170,548,540
0.180,556,540
0.190,556,540
0.200,563,545
0.210,563,545
0.220,583,559
0.230,583,559
0.240,590,565
0.250,590,565
0.260,597,571
0.270,597,571
0.280,616,572
0.290,616,572
0.300,624,577
0.310,624,577
0.320,637,590
0.330,637,590
0.340,645,596
0.350,645,596
0.360,651,601
0.370,651,601
0.380,664,608
0.390,664,608
0.400,669,607
0.410,669,607
0.420,677,605
0.430,677,605
0.440,682,604
0.450,682,604
0.460,688,604
0.470,688,604
0.480,692,607
0.490,692,607
0.500,692,609
0.510,692,609
0.520,695,607
0.530,695,607
0.540,693,606
0.550,693,606
0.560,693,606
0.570,693,606
