0.000,94,452
0.005,94,452
0.010,94,452
0.015,94,452
0.020,94,452
0.025,94,452
0.030,94,452
0.035,94,452
0.040,94,452
0.045,94,452
0.050,94,452
0.055,94,452
0.060,94,452
0.065,94,452
0.070,94,452
0.075,94,452
0.080,94,452
0.085,94,452
0.090,94,452
0.095,94,452
0.100,106,447
0.105,106,447
0.110,120,448
0.115,120,448
0.120,146,444
0.125,146,444
0.130,159,441
0.135,159,441
0.140,188,443
0.145,188,443
0.150,205,444
0.155,205,444
0.160,223,445
0.165,223,445
0.170,257,439
0.175,257,439
0.180,277,440
0.185,277,440
0.190,313,431
0.195,313,431
0.200,330,428
0.205,330,428
0.210,349,426
0.215,349,426
0.220,388,423
0.225,388,423
0.230,408,422
0.235,408,422
0.240,449,420
0.245,449,420
0.250,468,414
0.255,468,414
0.260,488,410
0.265,488,410
0.270,532,403
0.275,532,403
0.280,556,406
0.285,556,406
0.290,598,397
0.295,598,397
0.300,621,400
0.305,621,400
0.310,645,403
0.315,645,403
0.320,687,390
0.325,687,390
0.330,714,392
0.335,714,392
0.340,738,387
0.345,738,387
0.350,787,397
0.355,787,397
0.360,809,395
0.365,809,395
0.370,855,392
0.375,855,392
0.380,880,396
0.385,880,396
0.390,900,391
0.395,900,391
0.400,945,387
0.405,945,387
0.410,965,387
0.415,965,387
0.420,986,393
0.425,986,393
0.430,1022,394
0.435,1022,394
0.440,1038,389
0.445,1038,389
0.450,1066,389
0.455,1066,389
0.460,1079,385
0.465,1079,385
0.470,1089,381
0.475,1089,381
0.480,1117,391
0.485,1117,391
0.490,1126,387
0.495,1126,387
0.500,1146,392
0.505,1146,392
0.510,1158,397
0.515,1158,397
0.520,1175,404
0.525,1175,404
0.530,1182,401
0.535,1182,401
0.540,1188,400
0.545,1188,400
0.550,1200,406
0.555,1200,406
0.560,1207,408
0.565,1207,408
0.570,1213,410
0.575,1213,410
0.580,1229,412
0.585,1229,412
0.590,1234,413
0.595,1234,413
0.600,1244,414
0.605,1244,414
0.610,1248,414
0.615,1248,414
0.620,1254,414
0.625,1254,414
0.630,1256,414
0.635,1256,414
0.640,1256,414
0.645,1256,414
0.650,1256,414
0.655,1256,414
